Time elapsed was 130112987ns or 0.130112987s
Time elapsed was 136447889ns or 0.136447889s
Time elapsed was 146741925ns or 0.146741925s
Time elapsed was 151964584ns or 0.151964584s
Time elapsed was 156211068ns or 0.156211068s
Time elapsed was 152318599ns or 0.152318599s
Time elapsed was 154884789ns or 0.154884789s
Time elapsed was 151573053ns or 0.151573053s
Time elapsed was 158558909ns or 0.158558909s
Time elapsed was 157973915ns or 0.157973915s
