image dimensions 100x72
Time elapsed was 96503ns or 0.000096503s
image dimensions 100x72
Time elapsed was 47229ns or 0.000047229s
image dimensions 100x72
Time elapsed was 66457ns or 0.000066457s
image dimensions 100x72
Time elapsed was 43916ns or 0.000043916s
image dimensions 100x72
Time elapsed was 43833ns or 0.000043833s
image dimensions 100x72
Time elapsed was 70799ns or 0.000070799s
image dimensions 100x72
Time elapsed was 44978ns or 0.000044978s
image dimensions 100x72
Time elapsed was 49549ns or 0.000049549s
image dimensions 100x72
Time elapsed was 66378ns or 0.000066378s
image dimensions 100x72
Time elapsed was 66523ns or 0.000066523s
